image_path,label,captureSessionId,resolved_path,label_idx
fungal_mildew/01.jpg,fungal_mildew,fungal_mildew_s001,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/01.jpg,4
fungal_mildew/02.jpg,fungal_mildew,fungal_mildew_s001,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/02.jpg,4
fungal_mildew/03.jpg,fungal_mildew,fungal_mildew_s001,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/03.jpg,4
fungal_mildew/04.jpg,fungal_mildew,fungal_mildew_s001,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/04.jpg,4
fungal_mildew/05.jpg,fungal_mildew,fungal_mildew_s001,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/05.jpg,4
fungal_mildew/06.jpg,fungal_mildew,fungal_mildew_s001,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/06.jpg,4
fungal_mildew/07.jpg,fungal_mildew,fungal_mildew_s001,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/07.jpg,4
fungal_mildew/08.jpg,fungal_mildew,fungal_mildew_s001,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/08.jpg,4
fungal_mildew/09.jpg,fungal_mildew,fungal_mildew_s001,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/09.jpg,4
fungal_mildew/10.jpg,fungal_mildew,fungal_mildew_s001,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/10.jpg,4
fungal_mildew/11.jpg,fungal_mildew,fungal_mildew_s001,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/11.jpg,4
fungal_mildew/12.jpg,fungal_mildew,fungal_mildew_s001,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/12.jpg,4
fungal_mildew/13.jpg,fungal_mildew,fungal_mildew_s002,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/13.jpg,4
fungal_mildew/14.png,fungal_mildew,fungal_mildew_s002,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/14.png,4
fungal_mildew/15.jpg,fungal_mildew,fungal_mildew_s002,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/15.jpg,4
fungal_mildew/16.jpg,fungal_mildew,fungal_mildew_s002,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/16.jpg,4
fungal_mildew/17.jpg,fungal_mildew,fungal_mildew_s002,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/17.jpg,4
fungal_mildew/18.jpg,fungal_mildew,fungal_mildew_s002,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/18.jpg,4
fungal_mildew/19.jpg,fungal_mildew,fungal_mildew_s002,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/19.jpg,4
fungal_mildew/20.jpg,fungal_mildew,fungal_mildew_s002,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/20.jpg,4
fungal_mildew/21.jpg,fungal_mildew,fungal_mildew_s002,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/21.jpg,4
