image_path,label,captureSessionId
fungal_mildew/01.jpg,fungal_mildew,fungal_mildew_s001
fungal_mildew/02.jpg,fungal_mildew,fungal_mildew_s001
fungal_mildew/03.jpg,fungal_mildew,fungal_mildew_s001
fungal_mildew/04.jpg,fungal_mildew,fungal_mildew_s001
fungal_mildew/05.jpg,fungal_mildew,fungal_mildew_s001
fungal_mildew/06.jpg,fungal_mildew,fungal_mildew_s001
fungal_mildew/07.jpg,fungal_mildew,fungal_mildew_s001
fungal_mildew/08.jpg,fungal_mildew,fungal_mildew_s001
fungal_mildew/09.jpg,fungal_mildew,fungal_mildew_s001
fungal_mildew/10.jpg,fungal_mildew,fungal_mildew_s001
fungal_mildew/11.jpg,fungal_mildew,fungal_mildew_s001
fungal_mildew/12.jpg,fungal_mildew,fungal_mildew_s001
fungal_mildew/13.jpg,fungal_mildew,fungal_mildew_s002
fungal_mildew/14.png,fungal_mildew,fungal_mildew_s002
fungal_mildew/15.jpg,fungal_mildew,fungal_mildew_s002
fungal_mildew/16.jpg,fungal_mildew,fungal_mildew_s002
fungal_mildew/17.jpg,fungal_mildew,fungal_mildew_s002
fungal_mildew/18.jpg,fungal_mildew,fungal_mildew_s002
fungal_mildew/19.jpg,fungal_mildew,fungal_mildew_s002
fungal_mildew/20.jpg,fungal_mildew,fungal_mildew_s002
fungal_mildew/21.jpg,fungal_mildew,fungal_mildew_s002
fungal_mildew/22.jpg,fungal_mildew,fungal_mildew_s002
fungal_mildew/23.jpg,fungal_mildew,fungal_mildew_s002
fungal_mildew/24.jpg,fungal_mildew,fungal_mildew_s002
fungal_mildew/25.jpg,fungal_mildew,fungal_mildew_s003
fungal_mildew/26.jpg,fungal_mildew,fungal_mildew_s003
fungal_mildew/27.jpg,fungal_mildew,fungal_mildew_s003
fungal_mildew/28.jpg,fungal_mildew,fungal_mildew_s003
fungal_mildew/29.jpg,fungal_mildew,fungal_mildew_s003
fungal_mildew/30.jpg,fungal_mildew,fungal_mildew_s003
fungal_mildew/p01.jpg,fungal_mildew,fungal_mildew_s003
fungal_mildew/p02.jpg,fungal_mildew,fungal_mildew_s003
fungal_mildew/p03.jpg,fungal_mildew,fungal_mildew_s003
fungal_mildew/p04.JPG,fungal_mildew,fungal_mildew_s003
fungal_mildew/p05.jpg,fungal_mildew,fungal_mildew_s003
fungal_mildew/p06.jpg,fungal_mildew,fungal_mildew_s003
fungal_mildew/p07.jpg,fungal_mildew,fungal_mildew_s004
fungal_mildew/p08.jpg,fungal_mildew,fungal_mildew_s004
fungal_mildew/p09.jpg,fungal_mildew,fungal_mildew_s004
fungal_mildew/p10.jpg,fungal_mildew,fungal_mildew_s004
fungal_mildew/p11.jpg,fungal_mildew,fungal_mildew_s004
fungal_mildew/p12.jpg,fungal_mildew,fungal_mildew_s004
fungal_mildew/p13.jpg,fungal_mildew,fungal_mildew_s004
fungal_mildew/p14.jpg,fungal_mildew,fungal_mildew_s004
fungal_mildew/p15.jpg,fungal_mildew,fungal_mildew_s004
fungal_mildew/p17.jpg,fungal_mildew,fungal_mildew_s004
fungal_mildew/p18.jpg,fungal_mildew,fungal_mildew_s004
fungal_mildew/p19.jpg,fungal_mildew,fungal_mildew_s005
fungal_mildew/p20.jpg,fungal_mildew,fungal_mildew_s005
fungal_mildew/p21.jpg,fungal_mildew,fungal_mildew_s005
fungal_mildew/pml (1).jpg,fungal_mildew,fungal_mildew_s005
fungal_mildew/pml (10).jpg,fungal_mildew,fungal_mildew_s005
fungal_mildew/pml (11).jpg,fungal_mildew,fungal_mildew_s005
fungal_mildew/pml (12).jpg,fungal_mildew,fungal_mildew_s005
fungal_mildew/pml (14).jpg,fungal_mildew,fungal_mildew_s005
fungal_mildew/pml (15).jpg,fungal_mildew,fungal_mildew_s005
fungal_mildew/pml (16).jpg,fungal_mildew,fungal_mildew_s005
fungal_mildew/pml (17).jpg,fungal_mildew,fungal_mildew_s005
fungal_mildew/pml (18).jpg,fungal_mildew,fungal_mildew_s006
fungal_mildew/pml (2).JPG,fungal_mildew,fungal_mildew_s006
fungal_mildew/pml (3).jpg,fungal_mildew,fungal_mildew_s006
fungal_mildew/pml (4).jpg,fungal_mildew,fungal_mildew_s006
fungal_mildew/pml (5).jpg,fungal_mildew,fungal_mildew_s006
fungal_mildew/pml (6).jpg,fungal_mildew,fungal_mildew_s006
fungal_mildew/pml (7).jpg,fungal_mildew,fungal_mildew_s006
fungal_mildew/pml (8).jpg,fungal_mildew,fungal_mildew_s006
fungal_mildew/pml (9).jpg,fungal_mildew,fungal_mildew_s006
fungal_mildew/s01.jpg,fungal_mildew,fungal_mildew_s006
fungal_mildew/s02.jpg,fungal_mildew,fungal_mildew_s006
fungal_mildew/s03.jpg,fungal_mildew,fungal_mildew_s006
fungal_mildew/s04.jpg,fungal_mildew,fungal_mildew_s007
fungal_mildew/s05.jpg,fungal_mildew,fungal_mildew_s007
fungal_mildew/s06.jpg,fungal_mildew,fungal_mildew_s007
fungal_mildew/s07.jpg,fungal_mildew,fungal_mildew_s007
fungal_mildew/s08.jpg,fungal_mildew,fungal_mildew_s007
fungal_mildew/s09.jpg,fungal_mildew,fungal_mildew_s007
fungal_mildew/s10.jpg,fungal_mildew,fungal_mildew_s007
fungal_mildew/s11.jpg,fungal_mildew,fungal_mildew_s007
fungal_mildew/s12.jpg,fungal_mildew,fungal_mildew_s007
fungal_mildew/s13.jpg,fungal_mildew,fungal_mildew_s007
fungal_mildew/s14.jpg,fungal_mildew,fungal_mildew_s007
fungal_mildew/s15.jpg,fungal_mildew,fungal_mildew_s007
fungal_mildew/s16.jpg,fungal_mildew,fungal_mildew_s008
fungal_mildew/s17.jpg,fungal_mildew,fungal_mildew_s008
fungal_mildew/s18.jpg,fungal_mildew,fungal_mildew_s008
fungal_mildew/s19.jpg,fungal_mildew,fungal_mildew_s008
fungal_mildew/wl01.jpg,fungal_mildew,fungal_mildew_s008
fungal_mildew/wl02.jpg,fungal_mildew,fungal_mildew_s008
fungal_mildew/wl03.jpg,fungal_mildew,fungal_mildew_s008
fungal_mildew/wl04.jpg,fungal_mildew,fungal_mildew_s008
fungal_mildew/wl05.jpg,fungal_mildew,fungal_mildew_s008
fungal_mildew/wl06.jpg,fungal_mildew,fungal_mildew_s008
healthy/h (1).jpg,healthy,healthy_s001
healthy/h (10).JPG,healthy,healthy_s001
healthy/h (100).JPG,healthy,healthy_s001
healthy/h (1000).JPG,healthy,healthy_s001
healthy/h (1001).JPG,healthy,healthy_s001
healthy/h (1002).JPG,healthy,healthy_s001
healthy/h (1003).JPG,healthy,healthy_s001
healthy/h (1004).JPG,healthy,healthy_s001
healthy/h (1005).JPG,healthy,healthy_s001
healthy/h (1006).JPG,healthy,healthy_s001
healthy/h (1007).JPG,healthy,healthy_s001
healthy/h (1008).JPG,healthy,healthy_s001
healthy/h (1009).JPG,healthy,healthy_s002
healthy/h (101).JPG,healthy,healthy_s002
healthy/h (1010).JPG,healthy,healthy_s002
healthy/h (1011).JPG,healthy,healthy_s002
healthy/h (1012).JPG,healthy,healthy_s002
healthy/h (1013).JPG,healthy,healthy_s002
healthy/h (1014).JPG,healthy,healthy_s002
healthy/h (1015).JPG,healthy,healthy_s002
healthy/h (1016).JPG,healthy,healthy_s002
healthy/h (1017).JPG,healthy,healthy_s002
healthy/h (1018).JPG,healthy,healthy_s002
healthy/h (1019).JPG,healthy,healthy_s002
healthy/h (102).JPG,healthy,healthy_s003
healthy/h (1020).JPG,healthy,healthy_s003
healthy/h (1021).JPG,healthy,healthy_s003
healthy/h (1022).JPG,healthy,healthy_s003
healthy/h (1023).JPG,healthy,healthy_s003
healthy/h (1024).JPG,healthy,healthy_s003
healthy/h (1025).JPG,healthy,healthy_s003
healthy/h (1026).JPG,healthy,healthy_s003
healthy/h (103).JPG,healthy,healthy_s003
healthy/h (1032).JPG,healthy,healthy_s003
healthy/h (1033).JPG,healthy,healthy_s003
healthy/h (1034).JPG,healthy,healthy_s003
healthy/h (1035).JPG,healthy,healthy_s004
healthy/h (1036).JPG,healthy,healthy_s004
healthy/h (1037).JPG,healthy,healthy_s004
healthy/h (1038).JPG,healthy,healthy_s004
healthy/h (1039).JPG,healthy,healthy_s004
healthy/h (104).JPG,healthy,healthy_s004
healthy/h (1040).JPG,healthy,healthy_s004
healthy/h (1041).JPG,healthy,healthy_s004
healthy/h (1042).JPG,healthy,healthy_s004
healthy/h (1043).JPG,healthy,healthy_s004
healthy/h (1044).JPG,healthy,healthy_s004
healthy/h (1045).JPG,healthy,healthy_s004
healthy/h (1046).JPG,healthy,healthy_s005
healthy/h (1047).JPG,healthy,healthy_s005
healthy/h (1048).JPG,healthy,healthy_s005
healthy/h (1049).JPG,healthy,healthy_s005
healthy/h (105).JPG,healthy,healthy_s005
healthy/h (1050).JPG,healthy,healthy_s005
healthy/h (1051).JPG,healthy,healthy_s005
healthy/h (1052).JPG,healthy,healthy_s005
healthy/h (1053).JPG,healthy,healthy_s005
healthy/h (1054).JPG,healthy,healthy_s005
healthy/h (1055).JPG,healthy,healthy_s005
healthy/h (1056).JPG,healthy,healthy_s005
healthy/h (1057).JPG,healthy,healthy_s006
healthy/h (1058).JPG,healthy,healthy_s006
healthy/h (1059).JPG,healthy,healthy_s006
healthy/h (106).JPG,healthy,healthy_s006
healthy/h (1060).JPG,healthy,healthy_s006
healthy/h (1061).JPG,healthy,healthy_s006
healthy/h (1062).JPG,healthy,healthy_s006
healthy/h (1063).JPG,healthy,healthy_s006
healthy/h (1064).JPG,healthy,healthy_s006
healthy/h (1065).JPG,healthy,healthy_s006
healthy/h (1066).JPG,healthy,healthy_s006
healthy/h (1067).JPG,healthy,healthy_s006
healthy/h (1068).JPG,healthy,healthy_s007
healthy/h (1069).JPG,healthy,healthy_s007
healthy/h (107).JPG,healthy,healthy_s007
healthy/h (1070).JPG,healthy,healthy_s007
healthy/h (1071).JPG,healthy,healthy_s007
healthy/h (1072).jpg,healthy,healthy_s007
healthy/h (1073).jpg,healthy,healthy_s007
healthy/h (1074).jpg,healthy,healthy_s007
healthy/h (1075).jpg,healthy,healthy_s007
healthy/h (1076).jpg,healthy,healthy_s007
healthy/h (1077).jpg,healthy,healthy_s007
healthy/h (1078).jpg,healthy,healthy_s007
healthy/h (1079).jpg,healthy,healthy_s008
healthy/h (108).JPG,healthy,healthy_s008
healthy/h (1080).jpg,healthy,healthy_s008
healthy/h (1081).jpg,healthy,healthy_s008
healthy/h (1082).jpg,healthy,healthy_s008
healthy/h (1083).jpg,healthy,healthy_s008
healthy/h (1084).jpg,healthy,healthy_s008
healthy/h (1085).jpg,healthy,healthy_s008
healthy/h (1086).jpg,healthy,healthy_s008
healthy/h (1087).jpg,healthy,healthy_s008
healthy/h (1088).jpg,healthy,healthy_s008
healthy/h (1089).jpg,healthy,healthy_s008
healthy/h (109).JPG,healthy,healthy_s009
healthy/h (1090).jpg,healthy,healthy_s009
healthy/h (1091).jpg,healthy,healthy_s009
healthy/h (1092).jpg,healthy,healthy_s009
healthy/h (1093).jpg,healthy,healthy_s009
healthy/h (1094).jpg,healthy,healthy_s009
healthy/h (1095).jpg,healthy,healthy_s009
healthy/h (1096).jpg,healthy,healthy_s009
healthy/h (1097).jpg,healthy,healthy_s009
healthy/h (1098).JPG,healthy,healthy_s009
healthy/h (1099).jpg,healthy,healthy_s009
healthy/h (11).JPG,healthy,healthy_s009
healthy/h (110).JPG,healthy,healthy_s010
healthy/h (1100).jpg,healthy,healthy_s010
healthy/h (1101).jpg,healthy,healthy_s010
healthy/h (1102).jpg,healthy,healthy_s010
healthy/h (1103).jpg,healthy,healthy_s010
healthy/h (1104).jpg,healthy,healthy_s010
healthy/h (1105).jpg,healthy,healthy_s010
healthy/h (1106).jpg,healthy,healthy_s010
healthy/h (1107).jpg,healthy,healthy_s010
healthy/h (1108).jpg,healthy,healthy_s010
healthy/h (1109).jpg,healthy,healthy_s010
healthy/h (1110).jpg,healthy,healthy_s010
healthy/h (1111).jpg,healthy,healthy_s011
healthy/h (1112).jpg,healthy,healthy_s011
healthy/h (1113).jpg,healthy,healthy_s011
healthy/h (1114).jpg,healthy,healthy_s011
healthy/h (1115).jpg,healthy,healthy_s011
healthy/h (1116).jpg,healthy,healthy_s011
healthy/h (1117).jpg,healthy,healthy_s011
healthy/h (1118).jpg,healthy,healthy_s011
healthy/h (1119).jpg,healthy,healthy_s011
healthy/h (1120).jpg,healthy,healthy_s011
healthy/h (1121).jpg,healthy,healthy_s011
healthy/h (1122).jpg,healthy,healthy_s011
healthy/h (1123).jpg,healthy,healthy_s012
healthy/h (127).JPG,healthy,healthy_s012
healthy/h (128).JPG,healthy,healthy_s012
healthy/h (129).JPG,healthy,healthy_s012
healthy/h (130).JPG,healthy,healthy_s012
healthy/h (131).JPG,healthy,healthy_s012
healthy/h (132).JPG,healthy,healthy_s012
healthy/h (133).JPG,healthy,healthy_s012
healthy/h (134).JPG,healthy,healthy_s012
healthy/h (135).JPG,healthy,healthy_s012
healthy/h (136).JPG,healthy,healthy_s012
healthy/h (137).JPG,healthy,healthy_s012
healthy/h (138).JPG,healthy,healthy_s013
healthy/h (139).JPG,healthy,healthy_s013
healthy/h (140).JPG,healthy,healthy_s013
healthy/h (141).JPG,healthy,healthy_s013
healthy/h (142).JPG,healthy,healthy_s013
healthy/h (143).JPG,healthy,healthy_s013
healthy/h (144).JPG,healthy,healthy_s013
healthy/h (145).JPG,healthy,healthy_s013
healthy/h (146).JPG,healthy,healthy_s013
healthy/h (147).JPG,healthy,healthy_s013
healthy/h (148).JPG,healthy,healthy_s013
healthy/h (149).JPG,healthy,healthy_s013
healthy/h (150).JPG,healthy,healthy_s014
healthy/h (151).JPG,healthy,healthy_s014
healthy/h (152).JPG,healthy,healthy_s014
healthy/h (153).JPG,healthy,healthy_s014
healthy/h (154).JPG,healthy,healthy_s014
healthy/h (155).JPG,healthy,healthy_s014
healthy/h (156).JPG,healthy,healthy_s014
healthy/h (157).JPG,healthy,healthy_s014
healthy/h (158).JPG,healthy,healthy_s014
healthy/h (159).JPG,healthy,healthy_s014
healthy/h (160).JPG,healthy,healthy_s014
healthy/h (161).JPG,healthy,healthy_s014
healthy/h (162).JPG,healthy,healthy_s015
healthy/h (163).JPG,healthy,healthy_s015
healthy/h (164).JPG,healthy,healthy_s015
healthy/h (165).JPG,healthy,healthy_s015
healthy/h (166).JPG,healthy,healthy_s015
